"","X","business_id","review_id","user_id","stars.x","date","text","useful","funny","cool","name","address","city","state","postal_code","latitude","longitude","stars.y","review_count","is_open","categories"
"82",823492,"826djy6K_9Fp0ptqJ2_Yag","BcKn4SeSsQtOUPZg-buUMg","H8LHi9gftTtWsE9yXmbT2g",3,"2017-08-31","I really quite enjoy chipotles. I typically eat organic at home so it's nice to see a place serve organic foods. I do however have an issue with chipotles. They are far from consistent. Serving size varies every time I go. Sometimes it's twice as big and sometimes it's twice as small. It's as if a kids and a xl is the same price and what you get depends on who is serving you. Luck of the draw. I also find that even though I get the exact same thing every time it varies in degree of spice. Sometimes it's perfect and sometimes my mouth burns. My stomach can't take heat so this becomes a issue. I love the food don't get me wrong I go back a lot but I wish they were consistent so I knew what I was getting every visit.",0,0,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"83",823493,"826djy6K_9Fp0ptqJ2_Yag","npNf-855q4D2aocoEBaX5Q","7CaRwQ4ZCFCF4RHxB1mKvw",5,"2015-02-22","Best choice for a fast meal. You pay a bit more than your traditional fast food restaurant, but the food is much better quality and you get a good sized serving.",1,0,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"84",823494,"826djy6K_9Fp0ptqJ2_Yag","G5a59PZydFVQmkqfUk91pw","5qVLDHFrI-hpjb0MebLjYA",4,"2015-11-23","Don't be worried about the lineups here. The team moves it right along within minutes, it's quite impressive. I'm a big fan of their chicken bowls as that's all that I get here. Usually it's a burrito bowl, extra rice, no beans with mild and a bit of medium salsa, and everything else on it including guacamole. They do charge you extra for the guacamole but it's well worth it.",0,0,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"85",823495,"826djy6K_9Fp0ptqJ2_Yag","XzWOMdE-OWuGiaahMxPS_A","YRcaNlwQ6XXPFDXWtuMGdA",5,"2012-08-12","This location really isn't feeling the love. Time to change that.

I recently started working in the area an have hit this location for lunch a couple of times and one of those visits was during the peak of the rush. The line was long but they got everyone through in record time. The portions and quality are exactly what you would expect out of any Chipotle here or on the other side of the border.

For a chain, Chipotle is top of the list for me. It's always great, filling, and hits the spot. Yes it's a little more expensive than some other places but I'll pay the premium to get high quality ingredients over the slop that some other places put in their burritos.",3,0,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"86",823496,"826djy6K_9Fp0ptqJ2_Yag","Wh62Tf5wDldx3feldn2j8Q","RADAXbH81AHR9uWwmK63Lg",4,"2015-02-17","This is our go to burrito place for fresh, healthy tacos and burritos when we're in Toronto. Friendly staff and massive burritos! Excellent option for vegan is the sofrita so good!the restaurant isn't that big and it gets packed quickly.",0,0,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"87",823497,"826djy6K_9Fp0ptqJ2_Yag","Fyoss31wjGRf2GW8hASoBA","zp4UT0rcYPbrjbT3QaL7OA",1,"2012-04-08","Bleh. I ordered the steak burrito but after seeing that the steak was already cooked and put in a bin, I changed it to  barbacoa burrito. Worst burrito I've ever had. It was more like a rice ball burrito. And why would you charge $2.21 extra for guacamole?! 

The servers were terrible at listening, maybe because the glass partition was too high and the acoustics in the restaurant was terrible. The cash was annoy because they were too busy chit chatting with each other. They asked us a couple of times if we wanted drinks and we had to answer them both times. It was annoying because she looked at us like we were interrupting their conversation. Wow, I'm sorry.

Only reason I gave it 2 stars is because my wife likes the the vegetarian food here. No! You know what? I'm gonna stick to my guns! 1 Star!",1,2,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"88",823498,"826djy6K_9Fp0ptqJ2_Yag","TKDH7kItZkf4dnbAuTNi4Q","EZu62R2XH76lZG7FL1bteA",1,"2016-05-04","This will be my first review as this was the first time a restaurant motivated me to do so. This Chipotle has severe consistency in bowl mix and portion sizing. 

Me and my friends all ordered chicken bowls. First thing I noticed was that I got half as much chicken as both the person in front of and behind me (they were both my friends). 

Also, when they asked for what I wanted I asked for everything. I saw what my two friends ordered and what really upset me was they both got corn and lettuce and I got...  A sliver of cheese and sour cream? 

I've attached a picture of two bowls for comparison which were the same price. The lettuce might make it more exaggerated but trust me when I say I received significantly less meat. 

I don't want to call out discrimination but this does call into question consistency. The reason one goes to a chain as opposed to a small mom&pop shop is consistency. I can take lowered quality as long as you know exactly what you're getting (take mcds or Starbucks for example). Once you take that away all you get is overpriced lower quality dice rolls of a burrito bowl which is what you get here.",1,0,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"89",823499,"826djy6K_9Fp0ptqJ2_Yag","kcSo40g5Bwd0HGcbyUEsKw","yJsQkx3mw_N0EMo9xrerbQ",1,"2013-09-03","I don't know if Chipotle missed the memo, but Toronto is in a different country! We expect a whole wheat option, and we like to be able to pay with Interac.

(We also don't call it soda, and we don't put employees must wash hands signs in our washrooms - around here that goes without saying!)

Is it just me, or should a burrito be grilled instead of soggy? And why is there fourteen pounds - err, six kilos - of cilantro in everything?

After all the hype, I've been here twice and both times been hugely disappointed. Walk up to Mucho Burrito at Queen Street instead, you won't regret it!",3,1,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"90",823500,"826djy6K_9Fp0ptqJ2_Yag","W0YQ6svRLVYCx830ZCSprQ","EgotOxec2MuH4xvIv_KRIA",4,"2015-06-15","This location gets 4 stars. I want to give it 3, but I will explain what the 4th star is for in a minute.

So went in around 7:30 on Friday. There were only a couple people eating and a couple more in line ahead of us. The service was friendly, however, they literally scrapped the last bits of meat (chicken for myself, beef for my friend) into our burrito bowls. There's nothing wrong with the meat, but it would have been nice to get some freshly cooked meat along with the last bits of the previous container.

Also the portions scooped into our respective bowls was a bit on the lesser side than the other locations I frequent. Do people in this area just enjoy spending more and getting less than other areas? Was this a one time thing? Not sure. I definitely don't enjoy getting small portions when I'm spending so much (and adding extra for guac).

Then my friend wanted chips and she got salsa instead of guac. I can't recall for sure but I think the price difference is somewhere from $0.50-1.00 in the two options. But the salsa is literally the stuff they put in your burrito and as the mild one is basically chopped tomatoes is very difficult to scoop out of the container with the chip. So I would suggest not going for the salsa. The guac is pricy. They like to charge more for it. But it tastes so good. Nowhere else makes a guac this good (from my experience) so I would rather shell out the extra coins for it. Also the chips were disgustingly over salted. I've had chips and guac at another location and it was a decent amount of salt but this bag of chips... Oh dear.

One more thing, I'm not sure if I missed it, but it looks like this location only has one disposal area for customers... I was literally running around with garbage for 2 mins.

So for all the above I would give this location 3 stars. But then I visited the washroom. And it was out of toilet paper. I could have just made use of the paper towels for drying your hands. But instead I went to the cash and let one of the employees know. Within 5 mins she went and put in new rolls. This is what gets this location the extra star. They were friendly while serving food, and they listened and followed through on a complaint. Good service will always get you a star with me!

I probably won't be back here again. I don't frequent this area and I prefer a couple of the other locations anyway. But this visit has taught me to always go for the guac with chips!!",1,0,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"91",823501,"826djy6K_9Fp0ptqJ2_Yag","8k7lBo0sSszbOIXONcffSQ","J2Aii7GdFK7Caxem6pk7rQ",4,"2014-03-19","No secret that my husband and I love burritos, it's a kind of addiction. I have my favourites (Chorizo in the burbs, and Bandidos downtown) but lately I've been all about the burrito bowl from Chipotle. 

Most burrito joints I go for bean and cheese, with all of the fillings I tend to find the meat takes over (plus I'm getting some protein in the beans), but Chipotle's steak has really impressed me. It's always perfectly cooked with some pink on the inside! The reason I go for the bowl here is that they don't grill the burritos so I find the tortilla a bit too chewy and unnecessary on the calorie front. The bowl comes with rice (white or brown - I usually go for white), beans (black for me), salsa (the spicy red tomatillo is truly fantastic, hot but super flavourful as well), and then lettuce, cheese, sour cream, and I pay the RIDICULOUS 2.25 for guacamole too. To me guac is a necessary burrito topping and should be included everywhere.

Anyways this is a super filling meal but incredibly tasty. You can split it over two meals for sure and at least you rest easy knowing the ingredients are fresh and the meat is local. 

I'm a regular at the Front St. location but I have to say the Yonge location, albeit way busier, has better service. 

Final thought: my husband has the app and it's really handy to pre-order if you're going during a busy time! You can head right to the cash to grab and go.",0,0,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"92",823502,"826djy6K_9Fp0ptqJ2_Yag","DTwz2EtbPHLt8q02D3ms9w","pVGhxOqCQavvdSZ22ayQvw",4,"2015-07-16","So I've heard the word Chipotle a lot in life and recently other than a reference to salad dressing. This was my first time getting Chipotle and I'm using going to say that it was pretty filling. I got the burrito bowl which comes packed with rice, beans, veggies, cheese and meat. For my meat option I chose to try tofu; i tried their feature veggie concoction which had some decent flavour to it. The tortilla was really nice and tasty. The bowl itself was decent but I added on guacamole ($2.50 extra)  and that added some nice flavour. The portion size is alright but the price is too much in my opinion. I'll return, but only once I can afford it again. Try the place out and judge for yourself.",1,0,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"93",823503,"826djy6K_9Fp0ptqJ2_Yag","svn3mfDKsPhU0OnYl3pufA","DTl0SQ_9ApT_YhIcppwqgw",3,"2016-03-05","I love Chipotle and this is the location that I frequent. It's always super packed during lunch so beware of this... if you are looking to grab lunch, give yourself some time! However, their service is quick and my go-to is always the rice bowl. I've also found that it is a good idea to get chips on the side to dip with guac and the bowl. If you aren't sure what meat you want, simply ask the server for a sample, they are super nice about it! Overall, if you are looking for a healthier alternative to fast food, this would be a great option!",0,0,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"94",823504,"826djy6K_9Fp0ptqJ2_Yag","2gYm9Yo8vplqADE4o__Tmg","gwIqbXEXijQNgdESVc07hg",3,"2015-06-18","I had heard a lot about this chain of grab and go Mexican grill. Even witnessed huge crowds at their other location near Dundas Square. However never had a chance to actually dine here as it was either the guac and chip or just a beer while my friends were dinning here. 
Ah well I walked in at this spot at an off peak hour and the place had a manageable crowd. I ordered two  Barbacoa\/chicken burrittos sans the rice and beans (people would say that's more of a fajita but hey my food my choice) thinking I can try the other one later. Added the guac which looks freshly made and whole bunch of other toppings.
First off maybe I didn't add the beans\/rice so the size of the burrito wasn't what I am used to as it was a lot smaller. Taste was decent (to be fair I have a higher expectation of Mexican food having lived in Nor Cal for years). Hmm I would say surely above a fast food level spot. I can see the attraction here in Canada as they are starved for even half decent Mexican fare hence the line ups. For moi I think its middling at best. 
3 Stars.",0,0,0,"Chipotle Mexican Grill","123 Front St, Unit 103 and 103-A","Toronto","ON","M5J 2M2",43.6449201,-79.3833328,3.5,80,1,"Mexican;Fast Food;Restaurants"
"95",997655,"A8MmwHrMI0WnRTyQMdf8aQ","T97zkJDnUrNMkyrDW-VQww","m_zsYtDVSm9G0iIMrTXEyA",3,"2014-08-31","Chipotle's burritos impress me every time but that's only until you compare them with the competition (Burrito Boyz). Built on a 12-inch tortilla, they're assembled on a line similar to Subway's style and come full of flavoured rice and beans and stuffed with steak, chicken, beef or pork.
 
Then, they're optionally dressed with diced tomatoes, a choice of salsas, shredded cheese, sour cream, lettuce and other options. At about $9.00, they're the priciest in town.
 
Lineups are usually pretty quick at times - depending on the time of day. As far as Mexican food goes, its tasty, but somewhat Americanized and tasteless at times. 

It's no question that Chipotle will satisfy you're hunger. The real question is, how hungry are you?",2,2,2,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"96",997656,"A8MmwHrMI0WnRTyQMdf8aQ","Bzl5Fo4jCKDcWT1YQgkJPQ","fcfFXPoxpLHvR98cvf618A",2,"2014-05-29","I was super excited to finally try Chipotle (being a big fan of anything Tex-Mex, even fast food) and even though I enjoyed it at first, I actually found myself pretty let down.
 
Instead of getting a burrito (which would be my usual inclination) I decided to go with their burrito bowl (forgoing the tortilla). It was basically all the veggies and cheese and such in a big bowl, i.e. the stuff that normally would go into the burrito. Being a vegetarian, I went with their Sofritas which is this braised tofu thing, mixed with spices and poblano peppers. Tasty enough but not the best meat replacement I've had in a burrito. 

Anyways, even though the thing looked like a huge mess, it was quite tasty...at first. As I went on, it really began to lose its luster and I found myself struggling to finish it. No idea why...this doesn't usually happen to me with similar Mexican fast food. So it was so-so, I suppose.

Almost everyone else has mentioned the ridiculous guacamole surcharge and I noticed that right away as well, before reading any other reviews. I know it's often extra (though better places like Burrito Boyz include it in the price) but $2.21 is easily the most I've ever seen outside of a sit down restaurant. Highway robbery.
 
So as much as it pains me to say, I think that the next time I'm in Square One and craving a burrito, I'm going to have to go with Taco Bell. It may not be spectacular but at least it doesn't set me back a whopping fifteen bucks for a burrito and drink. Speaking of the drink, it was excellent. Some organic mango \/ orange juice. Best part of the meal.",2,1,1,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"97",997657,"A8MmwHrMI0WnRTyQMdf8aQ","HW4mtE0UxLkNtLfdZ2dqMA","ygAkkwReyk-My-6nOeGiZA",5,"2017-05-27","I used to go to Sushi-Q every time I  passed by Square One, but now that it's closed, I found a great alternative to it. Honestly, I look forward to eating at Chipotle more than shopping.  I haven't had too many authentic Mexican meals in my life, but I started loving Mexican food because of Chipotle.  It's definitely a life-changer :p What I would always order is their burrito bowl with white rice, black beans, half and half (chicken and steak), mild sauce, corn (yum), sour cream and cilantro, and sometimes a huge dollop of avocado.  Portion varies from time to time, but taste is always uh-mazing.  My mouth's watering right now just talking about it.",0,0,0,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"98",997658,"A8MmwHrMI0WnRTyQMdf8aQ","JWWMtp3zss1npdnRkX6hCg","qLdGAwjxYzDjcnTpd2-5sQ",2,"2013-09-22","I love Chipotle but I dislike the Square One location immensely. I was excited it was opening because it's much closer to home - I have been let down. 

The Square One location is the worst one to go to & it hasn't even been open for long. I've been to the Yonge\/Dundas & Yorkdale locations & each have very long line ups but the quality of the food is never compromised. I don't mind waiting for food but I mind waiting for bad food. 

My boyfriend & I have eaten twice at the Square One location & both times we were disappointed. First time we ate there in the first week it open so understandably the line was long.. But the line of food prep was rushed & they weren't even listening to customers. My boyfriend asked for a barbacoa burrito & the guy gave him carnitas instead. When I pointed it out the guy insisted what he put was barbacoa until I pointed at the barbacoa & asked So what's that? A dark carnitas??? & he realized he messed up yet he never apologized...

They were so swamped & can't seem to deal with the rush of customers because they load the burrito in the sloppiest way possible - so sloppy that when you start to eat your burrito it's so soggy it falls apart even before you get towards the end. I have never had that problem with the other locations. 

Today we went for lunch around 2:00pm & the line was barely moving... Again, it seems as though they cannot cope with the rush. I also realized today: THEY ONLY HAVE ONE CASH REGISTER. That is VERY inefficient & probably a big reason why the line never moves. Once again we ordered burritos which again were poorly put together. They were sloppy & soggy. I recommend you guys eat at either Yorkdale or Yonge\/Dundas locations... You will notice the difference in quality. 

The taste of the food is there - no doubt. But if you want to eat a soggy falling apart burrito with your hands covered in sauce & juices because the staff don't care how the burritos are put together, eat at the Square One location. 

I'd probably only eat here again if I was desperate for Chipotle. Otherwise, I'd rather travel elsewhere.",4,2,1,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"99",997659,"A8MmwHrMI0WnRTyQMdf8aQ","EBpLwP-Ft2g5HPPKDckFRw","KE3fPgfxEmfsutKxMlssvQ",3,"2014-01-17","I like the place but it's extremely overpriced for what you get, and the extra whopping $2 surcharge for guacamole is highway robbery in my opinion.

Also a big turn off is how they measure each little scoop of meat PERFECTLY so there is no chance of you getting a generous portion.  I actually had to scold the girl once who was making my burrito for not even giving me a full scoop, the manager beside her had to happily correct the problem.


So, yeah, if the skinny Asian girl is making your burrito, she's way too stingy with the meat. She sucks.

But overall I enjoyed the food; and love the corn salsa.",1,1,1,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"100",997660,"A8MmwHrMI0WnRTyQMdf8aQ","oKvBogSk_wASnrnePR4iMA","KDGywMWT8L1oy6pOrWtFpQ",4,"2014-02-19","I had Chipotle after such an long time, i use to be not a fan but my wife bought a some sort of veggie bowl and boy i tell ya it was delicious. so fresh and full of layers of flavors. i guess i will have to go to square one just for chipotle now. 

By the way i ended up eating all of my wife's food and loved every bite.",0,0,0,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"101",997661,"A8MmwHrMI0WnRTyQMdf8aQ","iOFkQivYj9OzKP_pNgDF5w","PGoFUoOIjBuubbcw79pBMA",1,"2016-03-21","Came to Square One today w\/ a friend. She wanted Chipotle and I decided to join her as I wanted to see what all the hype was about. I ordered a chicken and steak burrito. 

I really didn't think that their toppings were all that. The rice was just plain with no South American flair to it. Pico de Gayo looked like it was from yesterday. Don't get me started on what the beans looked like... Yuck.. What I was really surprised about was how un fresh it tasted and also that it wasn't warm. 

There hot sauce was not spicy at all for my liking but what really threw me was about after 30 mins my stomach started to churn in ways I'm not use to. I'm a lover of spicy food so I'm very suspicious as to what exactly my stomach reacted bad to.

People working there seemed friendly enough until I got to the end of the line where I had to pay but couldn't pay because they were too busy talking about their weekend and who would be working that day meanwhile they had a full line up.

I won't be back,.. Food is not all that at all...",1,1,0,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"102",997662,"A8MmwHrMI0WnRTyQMdf8aQ","Z5N-FaGUqG6IWvXyku2SZw","leJEG7VNrgaU1Ck0zAO-DQ",2,"2015-06-11","I had never been before so I was pretty excited to try it because of all the pro-Chipotle hype. It's a total meh. The hype is not backed up with the quality of food and I wouldn't go out of my way to eat here again. Anyone who thinks this is a really great burrito has obviously never been to Chorizo or El Sombrero. Chipotle is probably on a quality level with Burrito Boyz, which I consider a truly average burrito. 

I tried the chicken burrito with black beans. The tortilla was one of the worst burrito tortillas I've ever had. It was kind of rubbery in texture and it had no flavour. I barely got much chicken because they had reached the bottom of the chicken warming pan and they were scraping out little dried bits of chicken to put on my burrito. Right in front of me. Yeah, thanks. 

The worst thing about this burrito was the black beans. They scoop out a spoonful of black beans and slop it on your burrito with all the bean water. My whole burrito was a wet, soggy mess because of all the bean liquid. Use a slotted spoon for goodness sake. Bean liquid is not a burrito topping that anyone willingly chooses. Geez. 

I can't comment on the $2.21 guacamole because I'm not an idiot who pays $2.21 for a spoonful of guacamole. 

If I'm ever in this food court agan and looking for a meal option, I'd rather go to Big Smoke than try this overrated, soggy mess of a burrito again.",0,0,0,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"103",997663,"A8MmwHrMI0WnRTyQMdf8aQ","c12jaGPV5u7Fx1XqNEM2Ag","BJKWprcdWcx07bah8yfobw",3,"2016-11-21","I liked what I had here.   My only disappointment was that guacamole is NOT included.   You have to pay $1 or $2 more. Which makes the burritos much more expensive.... Guacamole is included at burrito boyz....",0,0,0,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"104",997664,"A8MmwHrMI0WnRTyQMdf8aQ","v0q0WFv7XCgR2EO1c70Ntw","rX5SpkjOhC3GL8Mgb56evg",2,"2014-06-01","I've heard nothing but great things online about Chipotle and because the obsessive fan base, I was dying to try it. 
First, I approached the cash behind a paying customer to place my order. After tending to the lady in front of me, the cashier walks away and begins to give another staff member some instructions. So I wait.  And wait. There are three other staff standing around and I wait. The cook comes out of the back,  arms laden down with supplies and catching my eye offers assistance. I start to give my order, and he indicates I'm in the wrong spot. I needed to have my food made then pay. I walk to the other end and stand in front of a girl that had been there the whole time. Would it not have been common courtesy to say, When you've decided what you want, come see me at the end sir? But maybe I'm just grouchy cuz I'm hungry. 
I ordered a steak burrito, white rice,  black beans, guacamole, corn, and medium heat. What a mess. The steak was good. The rice was stone cold. Not room temperature, chilled. I'm assuming that's how they serve it.(?) The rest was blah and wet. The tortilla was soaked and the whole thing started to fall apart immediately. These guys have never heard of slotted spoons? I had to hold it with one hand and eat the filling with a fork as the tortilla disintegrated into a glutinous mess. So the burrito is out. I will always give a business the opportunity to win me back. So the next time, I will try something I can eat with a knife and fork. Burrito Boyz is still heads and shoulders above the rest in my book.",0,0,0,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"105",997665,"A8MmwHrMI0WnRTyQMdf8aQ","okVUT1Vhea3DU_dGvLfkCQ","RCbJI4FQ30h5wuEj9lsSMw",2,"2016-02-28","Mediocre food in a fast paced poor service environment. 

Nothing about this place merits a return. The food is average at best. Virtually every other establishment if the like will offer better tasting food. The ingredient quality was good but putting all together results in bland food.

The service is terrible. The staff usually screws up the order in one way or another. Additionally the cost is u reasonable for the quality of the food. $30 for 2 people seems high for what they offer.",1,1,1,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"106",997666,"A8MmwHrMI0WnRTyQMdf8aQ","YDLVyQQ5GqxVWPBuEZf53g","fENhF1F6I9c2ssnkfprYzw",5,"2016-06-01","The service in this location is great, everyone is friendly and helpful. I always get a bowl with a tortilla on the side (just in case I decide to make baby burritos on my own). Their barbacoa is my favourite, along with their (surprisingly flavourful!) tofu. Love it so much! And if you're watching your calories, you can always drop your 1000 calorie burrito into half by switching to a salad bowl and skipping some ingredients.",0,0,1,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"107",997667,"A8MmwHrMI0WnRTyQMdf8aQ","2kUlLe8CTi9DwXAI8E357w","Tj_POptA09dmLWLjxnFKIg",2,"2015-02-13","I'm a regular at Burrito Boyz and hearing about all the buzz around Chipotle, I thought I'd give it a try. I had the burrito bowl with chicken since that's my favourite. Honestly, ignoring price, it wasn't very good. It was too salty (which I don't know how it can be because their rice is plain). Now, factoring in the +$15 I paid for the meal, I'm disappointed. Guacamole is an additional +$2. I've taken that for granted at Burrito Boyz! I guess between the options for Mexican food in the Square One food court, I can see how Chipotle outshines Taco Bell. For now though, I'm sticking to Burrito Boyz. For the price of one bowl at Chipotle, I can buy two absolutely delicious naked burritos from Burrito Boyz.",2,0,0,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"108",997668,"A8MmwHrMI0WnRTyQMdf8aQ","5t8yPxoX0zykrpkbWVcOBA","DKolrsBSwMTpTJL22dqJRQ",4,"2014-01-20","My bf is obsessed with chipotle is I find myself at square one food court lately. The thing I like about chipotle is the fresh and flavourful ingredients but the thing I don't like is the extra charges for topping and they don't grill their burritos (like burrito boys). Grilling your burritos make the outside warm and crisp while the inside is soft and chewy. Nonetheless this weekend I decided to try chipotle again and have a salad Bowl instead. 

The chicken salad bowl is really something to be reckoned with. The vegetable are fresh, the peppers\/onions are grilled, they have various salsa and I really like the corn salsa with cilantro. I saw them dicing the grilled chicken on the cutting board and I got excited. Nice chunks if flavourful grilled chicken. Not some pre frozen, pre cut bland stuff that a lot of chains use. So from now on when I get dragged to chipotle I'm going to stick with the bowl. Hopefully they start grilling their burritos in the future 


Oh and I never notice at the end of the line they have sauces. Chipotle, jalapeño and something els. They should put little side cups so u don't have to put it on right away.",0,1,0,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"109",997669,"A8MmwHrMI0WnRTyQMdf8aQ","YeMiajVj72iWfQHLBX8IGg","eWWuc4pP9W95RftX9PjcHQ",3,"2017-09-11","It seems that they could've used another employee since it took a while to get through the line of customers. I had the pork carnitas. It wasn't bad but every time I have tacos I'm reminded of the food truck tacos my friend takes me to in LA and sadly, nothing I've had since compares. Also, those tacos are $1.50 each and getting 3 will not cost me anywhere close to $10",0,0,0,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"110",997670,"A8MmwHrMI0WnRTyQMdf8aQ","tyEv_2d-Lki3wnqOlQIrFw","SRA86Xyf9fbOAhICWttMLQ",2,"2013-11-10","It was my first time trying Chipotle. I got an order of tacos (3) so I got to try the chicken, steak and carnitas. 

The meats were all very warm, juicy and tasty, but I was disappointed that the tacos were still cold... I might ask them to warm it up a bit longer next time. I love Mexican food but I hate parsley. Their salsa was filled with parsley, so I wasn't a huge fan of that. But I really liked their guacamole. 

One big annoyance was when I was walking along the assembly line, there's a plastic cover between you and the server. It's probably because I'm short, but even when I raised my voice to let the girl know how much hot sauce I wanted in my tacos, I said a touch! and she put a whole spoonful in one of the tacos... She also smothered all three tacos in sour cream.

I want to try the burrito bowl, but I should probably get someone taller to order for me next time!",1,0,0,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
"111",997671,"A8MmwHrMI0WnRTyQMdf8aQ","SqzlmEFvgPZFwgDLKzxEXA","eyhLcEHp3IfEspvmuL1ZiQ",4,"2016-03-08","I really like this location better then York dale and young & Dundas location.  I'm addicted to the white rice and the sofrita (very flavourful) much better then burrito Boyz tofu. I really don't like that there is only cash or credit but I guess it makes sense for there business.",0,0,0,"Chipotle Mexican Grill","100 City Centre Dr, FCU-3, Ste 1-829","Mississauga","ON","L5B 2C9",43.592098,-79.639562,3,42,1,"Mexican;Fast Food;Restaurants;Food Court"
